	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG10035	0.251810948	0.116918121	0.469028133	0.374300512	0.216664227	0.172340489	0.274459241	0.153714888	0.163976026	0.289014006	0.403067164	0.535965959	0.349957659	0.452502035	0.0937817	0.400481713	0.546687178	0.22122947	0.269068185	0.477363315
EG10037	0.302051967	0.971536267	0.240368473	0.855540443	0.494916799	0.267343514	0.895750992	0.847843095	0.018495903	0.330284694	0.898201017	0.354596318	0.911741061	0.773596944	0.819215232	0.983940625	0.93185715	0.637474049	0.981955546	0.554547751
EG10044	0.198671846	0.18777602	0.183884199	0.151234569	0.205504556	0.241646112	0.164427762	0.185064552	0.134350502	0.192303317	0.596293292	0.527277384	0.532085434	0.557524299	0.103825837	0.577224175	0.540449579	0.422771644	0.078989687	0.413364356
EG10046	0.85850751	0.770479461	0.288906695	0.913865834	0.723312647	0.831935215	0.660610369	0.972730704	0.581416611	0.644214729	0.655153067	0.897252302	0.665898524	0.773982405	0.058190604	0.668260784	0.637225987	0.657961101	0.286857366	0.39193511
EG10047	0.648083736	0.719958476	0.335434875	0.838915547	0.894582776	0.652480626	0.580678432	0.979905615	0.054884716	0.300528305	0.918090389	0.075518848	0.855491457	0.851848984	0.020589661	0.775384542	0.283744428	0.91298955	0.871045865	0.037244444
EG10048	0.546824026	0.452293324	0.106028529	0.703322022	0.876412423	0.290193542	0.406735178	0.966981334	0.006367596	0.088019852	0.956125807	0.300646339	0.888878401	0.929316003	0.265382307	0.863471751	0.514269968	0.951799329	0.927716884	0.159967651
EG10049	0.930048546	0.902418052	0.36842514	0.961887447	0.877823171	0.901002354	0.814979452	0.985578616	0.718826473	0.795630331	0.94169168	0.987292382	0.947973841	0.959148464	0.379016776	0.939685138	0.943961114	0.938698017	0.708739562	0.842190948
EG10050	0.889391388	0.881471405	0.358502619	0.947236832	0.850718652	0.910973743	0.785964451	0.974208756	0.656385438	0.749394025	0.913141499	0.985046331	0.924930635	0.942657106	0.248400032	0.927137453	0.918328926	0.896874611	0.608653942	0.784388399
EG10052	0.995861216	0.886003172	0.688763443	0.90910183	0.963115815	0.785029428	0.869522988	0.991576719	0.360763445	0.626958498	0.967704473	0.974069204	0.882326615	0.828982169	0.160004276	0.766228124	0.830578236	0.764363302	0.133776073	0.515801098
EG10053	0.99355088	0.861061888	0.639749935	0.910045181	0.940857406	0.805129826	0.848933214	0.987949949	0.27488959	0.66553723	0.985301097	0.988452218	0.927366004	0.916597217	0.279190143	0.856366413	0.918609177	0.865134321	0.209228929	0.621884462
EG10054	0.994836766	0.826724706	0.520695331	0.900647158	0.943994759	0.760615845	0.835891605	0.986223632	0.41477284	0.533739867	0.943228616	0.965522783	0.845238676	0.753656402	0.072395254	0.674926696	0.780422516	0.721376058	0.039843936	0.370547111
EG10055	0.993461189	0.845855961	0.583286175	0.888890001	0.913285542	0.800957147	0.850402392	0.985313695	0.229361584	0.566544746	0.948856065	0.971222726	0.83470989	0.72274625	0.097935199	0.74144536	0.801875099	0.74743785	0.090917775	0.453220879
EG10056	0.995718539	0.893224967	0.664552615	0.917510523	0.949396535	0.822233435	0.874130847	0.991197242	0.496599834	0.710756113	0.948817849	0.96624227	0.811376369	0.732579853	0.086666811	0.697077941	0.755225191	0.641005472	0.102357342	0.402466504
EG10057	0.993003076	0.755338872	0.526086602	0.851453938	0.923889158	0.758155368	0.778816215	0.984381973	0.268643659	0.482526559	0.982939996	0.987499734	0.917932455	0.913775162	0.217538805	0.892274953	0.91070697	0.888541452	0.131535213	0.569339258
EG10058	0.996286436	0.894702507	0.748045938	0.932439364	0.964502086	0.873068404	0.886564377	0.993161362	0.486083541	0.666575327	0.915563692	0.956184024	0.767822166	0.706299858	0.050576213	0.707537279	0.749847229	0.564650801	0.033173913	0.371702163
EG10059	0.994240328	0.80260913	0.54071456	0.894681901	0.938184964	0.761776289	0.850004852	0.987814116	0.430306817	0.59414075	0.969093448	0.974474273	0.868171574	0.765401298	0.09054439	0.733682268	0.824518993	0.760125438	0.164402392	0.441163665
EG10060	0.993266932	0.846627246	0.594179513	0.877510873	0.935379352	0.728348431	0.833109212	0.986156796	0.326701783	0.486363701	0.94954488	0.979374849	0.839691533	0.810396065	0.127195592	0.806658569	0.842008938	0.759718567	0.086842461	0.519600456
EG10061	0.725985856	0.682516864	0.00080014	0.906782128	0.565686689	0.841957955	0.546800851	0.947661522	0.837181079	0.725757201	0.679469792	0.946290058	0.774387712	0.990249651	0.065964969	0.861766613	0.806259316	0.934750692	0.977650263	0.875486859
EG10065	0.181946761	0.000777216	0.74670785	0.189809712	0.126145085	0.509359761	0.696709767	0.421194707	0.15336239	0.031927377	0.9388892	0.047826439	0.297453763	0.276398807	0.90262784	0.307164281	0.183785618	0.385586233	0.828793537	0.618146884
EG10067	0.175730045	0.000411524	0.801715326	0.133542936	0.212329208	0.585940662	0.829879215	0.536880598	0.189652099	0.026229108	0.962442206	0.074844695	0.220102243	0.326230651	0.946902793	0.387847658	0.224745673	0.37838651	0.85719367	0.753287932
EG10070	0.750206037	0.996879078	0.126365664	0.651407659	0.617200086	0.264289866	0.090853693	0.428466061	0.576521134	0.927736884	0.027959596	0.884608837	0.503722209	0.428890948	0.015931684	0.4373418	0.657944121	0.316604458	0.096337201	0.170123842
EG10072	0.752798047	0.917595127	0.562540729	0.824272775	0.62023521	0.869164542	0.577118256	0.948721321	0.297860267	0.823817393	0.943102887	0.635320535	0.960412575	0.743362917	0.763482151	0.958178396	0.967948717	0.525933125	0.82451791	0.342400824
EG10073	0.706879594	0.072539693	0.524272486	0.568063406	0.71318264	0.619817483	0.694544536	0.990292998	0.892335081	0.475841371	0.025001264	0.024790404	0.84665417	0.620068994	0.889276343	0.457279599	0.913174639	0.57467762	0.81461309	0.948891229
EG10078	0.33614365	0.376988232	0.520598838	0.059719461	0.5581336	0.741034683	0.052164854	0.260054823	0.131365507	0.133068339	0.973617345	0.817404653	0.585195238	0.188717514	0.908318552	0.924111956	0.892064059	0.367671825	0.623366855	0.919929319
EG10079	0.489907113	0.439058384	0.562143223	0.141855101	0.708645343	0.775096931	0.028090149	0.344415351	0.150594645	0.101190435	0.771084103	0.811138002	0.828454428	0.815309054	0.843331061	0.830693539	0.760446988	0.852406915	0.811872138	0.809574464
EG10082	0.082985264	0.380274076	0.318436044	0.121437702	0.200099831	0.343203479	0.04177378	0.41632237	0.060831927	0.271570891	0.28010183	0.351489442	0.335600604	0.392226626	0.050278051	0.098960511	0.16658141	0.339867201	0.133395826	0.0692766
EG10083	0.108896245	0.443008417	0.311723085	0.134432538	0.151069037	0.249153965	0.029572784	0.635115354	0.048029764	0.346433372	0.395209263	0.322989898	0.298165649	0.402658476	0.03801688	0.100281988	0.22343547	0.397332901	0.195244932	0.072692767
EG10084	0.440772263	0.291953656	0.374399121	0.092377815	0.586049524	0.738157053	0.020762293	0.260747086	0.122641088	0.085008358	0.034775404	0.186955865	0.379976163	0.786246326	0.096368222	0.086702351	0.103306369	0.554604003	0.225380496	0.1088146
EG10095	0.804867613	0.650479704	0.309321778	0.881856301	0.6861549	0.767173302	0.670893548	0.957072967	0.597480622	0.514062753	0.822192445	0.955693248	0.823339342	0.902757208	0.275505332	0.8440055	0.843131903	0.846746291	0.54163185	0.586682459
EG10109	0.312404048	0.391719158	0.220278413	0.312067936	0.129827744	0.387077709	0.201785181	0.29458705	0.250954646	0.268393166	0.656365482	0.940638101	0.767679227	0.992070701	0.122753684	0.781820519	0.686594929	0.944495812	0.965000536	0.843669127
EG10110	0.295923615	0.290493107	0.213349123	0.242830808	0.387859221	0.317968153	0.324912938	0.327375682	0.283165927	0.307679589	0.775742086	0.996651878	0.885454786	0.999935523	0.077743915	0.917651877	0.880848162	0.994672236	0.998072877	0.952146824
EG10111	0.103482261	0.075108628	0.99469643	0.020868298	0.29773244	0.050101131	0.203793606	0.013219102	0.104970239	0.124837965	0.247137793	0.026808779	0.13288016	0.002046405	0.742118977	0.087182552	0.179739237	0.027253861	0.00812872	0.103144379
EG10112	0.344121826	0.210209651	0.222973453	0.326506925	0.257327014	0.236589906	0.26435537	0.324352882	0.359489258	0.213556751	0.275900366	0.213114082	0.286770596	0.244582671	0.451861377	0.238883566	0.273149803	0.250123918	0.258157624	0.244710632
EG10113	0.718487758	0.170376999	0.578716508	0.692946804	0.403336791	0.326052977	0.373213779	0.68816545	0.456062022	0.853281869	0.094584596	0.254310954	0.6478792	0.334160398	0.156086623	0.07517646	0.356125757	0.131265081	0.390741312	0.209531154
EG10116	0.58354341	0.536837098	0.44447587	0.598594993	0.58043727	0.535162656	0.475159896	0.560548009	0.286220508	0.406181421	0.412658202	0.405972138	0.317969717	0.483277959	0.354726637	0.270939827	0.344953314	0.41965219	0.284990766	0.187114326
EG10125	0.502726241	0.310063151	0.319202596	0.355330238	0.335994519	0.351206695	0.379248204	0.329034705	0.165995309	0.329184127	0.109176511	0.11880718	0.276010569	0.170061167	0.126991766	0.144336956	0.129809538	0.160031466	0.072625793	0.217546362
EG10131	0.229522465	0.288524881	0.050858145	0.375619878	0.332334333	0.417895302	0.414862812	0.296297194	0.42009689	0.288945323	0.458406954	0.414362807	0.295636806	0.477096557	0.185185357	0.367276697	0.520076934	0.43927447	0.463608576	0.653885546
EG10132	0.26185298	0.32530266	0.078218168	0.333815901	0.342581525	0.397416501	0.376173872	0.267835066	0.446355713	0.286810976	0.31098837	0.461273762	0.455420307	0.503611016	0.11350858	0.358371263	0.515496508	0.438735549	0.423037222	0.571746104
EG10133	0.52593624	0.538927683	0.093147324	0.718028736	0.962121376	0.626311041	0.741715191	0.240798477	0.397639856	0.311246569	0.781548205	0.777006953	0.216391892	0.886590845	0.22779972	0.3976144	0.644648959	0.862703762	0.88474021	0.880895081
EG10134	0.521502872	0.392554306	0.644452283	0.491249233	0.485648007	0.676279094	0.692832087	0.490902828	0.370166799	0.285996664	0.300429982	0.690681821	0.59787628	0.585368722	0.309458996	0.592700837	0.665314906	0.576390342	0.377788398	0.358538999
EG10135	0.376469316	0.257357049	0.580439658	0.37333443	0.344959725	0.519946358	0.661980391	0.522611158	0.244730572	0.185494691	0.605869807	0.241612882	0.306819298	0.191966146	0.557934129	0.346835056	0.197964177	0.370215154	0.586522695	0.579933278
EG10137	0.664038408	0.529193252	0.364204174	0.603141173	0.601891985	0.500548133	0.542567329	0.729993016	0.298618034	0.336752975	0.49746444	0.535487896	0.38328647	0.410252655	0.077925712	0.367711684	0.358513719	0.392730658	0.118748679	0.166175867
EG10139	0.675015225	0.633263824	0.438576341	0.807656149	0.874106532	0.646119793	0.681717478	0.976143728	0.209538955	0.391806212	0.994485098	0.088372098	0.978633759	0.988298953	0.056939724	0.965164669	0.630605229	0.993878281	0.986824335	0.009144296
EG10146	0.328916197	0.461503992	0.421849755	0.376365333	0.357316342	0.25683432	0.474501632	0.358150567	0.463691125	0.458195722	0.337914074	0.332746952	0.305237441	0.27535535	0.606273714	0.308763242	0.245673027	0.319155857	0.612968754	0.380398062
EG10147	0.7704305	0.884668993	0.811959158	0.736260972	0.870184517	0.812727729	0.790581755	0.893180476	0.612995802	0.722772803	0.593961421	0.715535984	0.67503532	0.63319543	0.724411306	0.62324274	0.591977801	0.644418216	0.654229002	0.588842755
EG10148	0.871008166	0.923700533	0.864706032	0.801723877	0.934062469	0.858652565	0.845518663	0.95171679	0.768445703	0.774000284	0.745194845	0.798517105	0.707993908	0.654631772	0.822202412	0.68276381	0.671434185	0.753954746	0.679868431	0.734682576
EG10149	0.240281007	0.353973761	0.341473341	0.269160526	0.439808945	0.341824885	0.286238271	0.220434206	0.409280698	0.339495385	0.195335873	0.239770408	0.133072006	0.122279082	0.449295667	0.185379361	0.216803789	0.192104603	0.511676618	0.297738743
EG10150	0.674698522	0.876371155	0.682513835	0.688297639	0.869126397	0.713939579	0.654983416	0.872117757	0.576253984	0.513643204	0.771245463	0.806032576	0.687436589	0.542732886	0.829949793	0.718647747	0.761838904	0.798741277	0.711711115	0.682972605
EG10151	0.613036369	0.836356327	0.712035029	0.667115757	0.81123721	0.677516261	0.707472908	0.873537143	0.623755628	0.504662045	0.689553275	0.763467652	0.595981242	0.515001152	0.796207701	0.642139771	0.620261241	0.644755047	0.624534306	0.568998429
EG10152	0.945242532	0.708167539	0.098987859	0.940848143	0.999822623	0.690742193	0.940067021	0.309894138	0.441794464	0.359587514	0.885483915	0.069702682	0.601955877	0.180222821	0.211977791	0.697714117	0.760054362	0.141407095	0.325678766	0.060618743
EG10153	0.679636743	0.751613234	0.416823059	0.800098962	0.488146346	0.798441955	0.651846389	0.890547406	0.813684546	0.802051707	0.629667156	0.576071686	0.519872114	0.491142265	0.12209492	0.550443902	0.638510634	0.477933008	0.590661797	0.477600287
EG10154	0.634943163	0.749790203	0.378152076	0.79178472	0.466497598	0.742746011	0.550487171	0.869851793	0.809263455	0.783555535	0.399126998	0.291718839	0.373564393	0.212526742	0.412242916	0.305396097	0.443817371	0.277633949	0.285334129	0.352128565
EG10155	0.252325772	0.24733706	0.153943785	0.246386023	0.209639806	0.14608709	0.231430698	0.223737996	0.140879165	0.167769543	0.566514417	0.611806726	0.40861741	0.312484569	0.038868477	0.359107977	0.403135642	0.348551063	0.048337421	0.110483201
EG10157	0.323701183	0.309838104	0.496514615	0.559412028	0.344004951	0.392777644	0.283255522	0.256020959	0.373111797	0.565202904	0.008322593	0.002754699	0.107208642	0.026503751	0.027076903	0.026451927	0.132263293	0.000630562	0.034566714	0.024501145
EG10158	0.484713218	0.465918311	0.700819184	0.639874932	0.440046625	0.589926732	0.305460955	0.498022112	0.498264348	0.718239853	0.316376742	0.159457672	0.430106141	0.334648486	0.277736002	0.398721205	0.58257569	0.151621896	0.360949983	0.28064331
EG10159	0.291073892	0.405156668	0.611677784	0.510328742	0.357778244	0.481607328	0.213542177	0.370160754	0.429379349	0.503880304	0.176540225	0.221709663	0.439263585	0.196835004	0.228676354	0.313431997	0.404447369	0.189754489	0.276493363	0.182738254
EG10160	0.992454503	0.753730956	0.55330492	0.849002233	0.92747562	0.733975714	0.766871411	0.982417032	0.3200901	0.462243717	0.934113883	0.951144648	0.761151911	0.641280527	0.083254527	0.57587747	0.701190936	0.573966292	0.074821828	0.379581427
EG10163	0.997462359	0.917001155	0.80755462	0.973171568	0.978297472	0.909480842	0.913327957	0.99716576	0.607814596	0.730499704	0.988517006	0.994084465	0.966069787	0.927373829	0.377318673	0.943556899	0.96325282	0.915898568	0.365447224	0.811582055
EG10164	0.97584884	0.574361554	0.313208753	0.687417387	0.836752564	0.527324093	0.58873823	0.958018874	0.14110062	0.278282662	0.859797207	0.886352856	0.519394761	0.545651836	0.020018811	0.484890975	0.565330084	0.41911759	0.01791522	0.108579804
EG10165	0.31423284	0.285376063	0.351096548	0.216940141	0.342361564	0.244035246	0.329801085	0.307217881	0.187494464	0.244906536	0.464316728	0.382571404	0.550852646	0.535845665	0.398417547	0.472462764	0.441385019	0.197343939	0.070010422	0.279065306
EG10166	0.366003875	0.581442159	0.299851305	0.657061208	0.840403129	0.530730846	0.582909993	0.971004748	0.086623755	0.286857443	0.68129468	0.887127806	0.273872358	0.900723949	0.705256151	0.604149738	0.087507516	0.917504822	0.893308715	0.054955765
EG10170	0.028190788	0.292678788	0.586191645	0.203436714	0.082563921	0.448310823	0.334293632	0.016757578	0.812037716	0.682884221	0.949718434	0.973916995	0.821878892	0.758080657	0.002705304	0.679571491	0.75407876	0.662024366	0.011230323	0.226895161
EG10173	0.319154725	0.327260599	0.014847012	0.340097055	0.219510242	0.416071818	0.293081113	0.282932119	0.516363216	0.365134427	0.836843019	0.957372358	0.827325393	0.982833239	0.495588984	0.913220499	0.75971471	0.952056171	0.943889203	0.804444695
EG10174	0.409337603	0.42529323	0.015870592	0.48479824	0.390148632	0.473218225	0.417021483	0.48516052	0.547099421	0.352441505	0.745599681	0.944994353	0.826370735	0.985787913	0.221361343	0.901888166	0.844711249	0.950418424	0.978240978	0.87959874
EG10178	0.108508765	0.298783958	0.993582946	0.039607899	0.29191111	0.056523556	0.156926931	0.025060952	0.026370172	0.186558106	0.110517966	0.030390002	0.086421922	0.006853368	0.637507127	0.038588016	0.04471406	0.021411756	0.020811489	0.068186504
EG10179	0.114116607	0.158606354	0.992620715	0.03681125	0.154173148	0.10731327	0.244237672	0.026534272	0.097322104	0.102139842	0.211158556	0.077289495	0.15720336	0.005743547	0.661260432	0.091167096	0.078383814	0.067445366	0.014908746	0.077977513
EG10181	0.171155792	0.114309715	0.993370886	0.017622174	0.261451776	0.047843259	0.263690912	0.033694724	0.062916929	0.154961822	0.148340064	0.042368243	0.083935437	0.007515258	0.55137957	0.048313542	0.092697811	0.023873707	0.007924904	0.053165728
EG10182	0.118644712	0.093460401	0.992587089	0.066899317	0.178463624	0.027075918	0.169064412	0.018161402	0.04707054	0.138518651	0.165636565	0.036477791	0.175092493	0.013075468	0.646606308	0.066833391	0.078923529	0.032441196	0.001540585	0.077831551
EG10188	0.028138293	0.073216717	0.015781984	0.020453218	0.013613477	0.041291136	0.019835425	0.040630287	0.165411879	0.033315224	0.008149983	0.066307111	0.02245543	0.02262891	0.009304221	0.030523676	0.004313696	0.081782946	0.109715428	0.103179819
EG10200	0.993664395	0.831382645	0.606976724	0.856434869	0.949613956	0.751303659	0.792848184	0.985301418	0.189815261	0.45670897	0.938813623	0.954154253	0.791002259	0.767422004	0.09537122	0.63027762	0.72838484	0.626397625	0.113404911	0.285266705
EG10205	0.746249318	0.703922573	0.584656106	0.89273395	0.917975977	0.71349078	0.742349366	0.98542949	0.184662475	0.486318795	0.9630651	0.395741367	0.929085959	0.9415729	0.22152042	0.863991968	0.636956725	0.954838225	0.916184939	0.185463212
EG10219	0.138713104	0.266273468	0.075886018	0.097771796	0.232778907	0.302530979	0.163966268	0.096217469	0.136291949	0.099645813	0.154602321	0.220387725	0.204804694	0.40877041	0.119201516	0.191569178	0.201529252	0.183261296	0.233956964	0.263828832
EG10220	0.097393144	0.182427928	0.093593172	0.098543884	0.139276079	0.342221131	0.153075629	0.082665407	0.105958044	0.104709883	0.389372234	0.327934477	0.374747435	0.237653159	0.351780443	0.379058021	0.385498232	0.414069778	0.362913638	0.328892917
EG10221	0.30097147	0.34121342	0.250186596	0.243306469	0.305311395	0.291363742	0.222359202	0.199012423	0.251136655	0.154082782	0.156230651	0.274018658	0.271250662	0.300665764	0.076554247	0.139057642	0.147517844	0.232550564	0.145245635	0.108396046
EG10222	0.083215587	0.160250027	0.125009844	0.058144777	0.099932737	0.180701708	0.081494386	0.042886945	0.145700746	0.118206621	0.096788638	0.232238356	0.187845583	0.348516846	0.138162654	0.181122108	0.235937803	0.181871238	0.29360748	0.274553432
EG10223	0.623910709	0.080853217	0.610663203	0.810924403	0.154887983	0.106091033	0.390235994	0.765241741	0.41441047	0.613256287	0.800204259	0.438734287	0.491780901	0.119842619	0.604475565	0.672962072	0.619410428	0.689922742	0.274937643	0.684789321
EG10232	0.168025319	0.068493328	0.002643861	0.10387403	0.151355304	0.059651734	0.057353333	0.059779714	0.051064056	0.073353953	0.246586495	0.106010766	0.215248344	0.172922074	0.028741171	0.189907431	0.245833642	0.104314931	0.132139086	0.059674174
EG10233	0.088648606	0.067453137	0.002207715	0.057433093	0.036771571	0.072633635	0.054607297	0.094923164	0.169288134	0.027305257	0.099360934	0.047358501	0.079478493	0.056984267	0.034310135	0.109315861	0.129377264	0.047710052	0.071593752	0.029038897
EG10234	0.066872108	0.043751617	0.00832689	0.102511635	0.089465111	0.055603155	0.065882334	0.119251611	0.08858774	0.014874406	0.207205592	0.078449297	0.180146879	0.154574468	0.062622621	0.304474758	0.20475014	0.17389065	0.234651576	0.141898674
EG10235	0.795903172	0.964259623	0.000565137	0.011367887	0.902506969	0.369592168	0.77798538	0.93204842	0.000109366	0.001584975	0.772384809	0.999650609	0.996479417	0.6905656	0.994878634	0.987599246	0.170150642	0.924035888	0.824933608	0.10641486
EG10240	0.358540475	0.290994391	0.44472377	0.44259612	0.307942066	0.36573534	0.318719535	0.250984353	0.415426645	0.618503564	0.374590887	0.264600767	0.463294497	0.301931277	0.300171796	0.344716915	0.581423308	0.146455369	0.4067362	0.321217057
EG10242	0.471651525	0.468167631	0.367183978	0.649358641	0.430462862	0.45143454	0.534060444	0.54485179	0.19879168	0.390045069	0.224620255	0.14108618	0.109025802	0.226644055	0.028282077	0.088077635	0.610788524	0.144985038	0.0622891	0.506610904
EG10248	0.799413657	0.787899095	0.725526872	0.765362823	0.797838594	0.781933822	0.755864812	0.767692105	0.557742271	0.747640808	0.500375114	0.530936506	0.472114347	0.492969215	0.517245199	0.523551907	0.510539606	0.532385101	0.644119008	0.561771236
EG10249	0.963098923	0.858171825	0.6091423	0.780101313	0.696740369	0.655466851	0.565626486	0.992902626	0.287604674	0.625185186	0.925161228	0.978352727	0.572331837	0.43570315	0.094005727	0.695591628	0.613847375	0.853694113	0.466819185	0.633103509
EG10252	0.725084109	0.26229883	0.120652881	0.692725794	0.915420406	0.607383721	0.397920664	0.98869004	0.227217633	0.260966264	0.713608389	0.658925177	0.472710231	0.236484644	0.043175344	0.28601862	0.351524897	0.346689313	0.045303885	0.150529639
EG10253	0.932386423	0.503495267	0.272061116	0.825516855	0.915372339	0.707593202	0.584911166	0.980148985	0.159953638	0.260819653	0.640226886	0.714927577	0.428926655	0.344171822	0.044931214	0.425311054	0.492352923	0.457170062	0.033572333	0.142251022
EG10254	0.200516243	0.8377596	0.91598491	0.097729244	0.010227426	0.147870021	0.565688298	0.001117078	0.380043953	0.543436928	0.35506669	0.412686159	0.657829586	0.995596917	0.204799385	0.411181558	0.865928961	0.667283053	0.895803192	0.954687181
EG10256	0.051271219	0.115972839	0.279076172	0.064301348	0.102629867	0.295751186	0.337557529	0.107876362	0.120999647	0.031281523	0.119510681	0.697061867	0.026620572	0.031377552	0.009752188	0.402424507	0.057484034	0.837292298	0.633206114	0.083750366
EG10257	0.063848179	0.162178664	0.095657489	0.086903787	0.114062556	0.206565393	0.154656008	0.069307702	0.214088906	0.039239248	0.095207264	0.689240398	0.069911914	0.007224364	0.00277896	0.296870043	0.036612318	0.835824538	0.598158938	0.214623836
EG10259	0.000779868	0.117922472	0.046968451	0.020614068	0.019263532	0.05851021	0.042397251	0.0333419	0.243996595	0.153765453	0.200109643	0.152592161	0.081212437	0.146198755	0.170810957	0.275652762	0.195903941	0.123049685	0.183897583	0.149690999
EG10260	0.007616704	0.25431977	0.155676413	0.051563519	0.053138804	0.089804578	0.058356022	0.007502417	0.24053923	0.114601864	0.195239521	0.149019135	0.100287894	0.241331137	0.245761284	0.143086679	0.330857841	0.114025121	0.290161893	0.144425691
EG10261	0.002066536	0.136497486	0.117234102	0.01896426	0.045109423	0.084983036	0.047380496	0.006457994	0.279825964	0.129513856	0.159985722	0.080497157	0.106134446	0.127819368	0.113367483	0.112627798	0.092788218	0.050561682	0.158330256	0.099399011
EG10262	0.001228032	0.094162081	0.136538652	0.019842861	0.053582589	0.137664625	0.088497198	0.031151042	0.197728075	0.180768499	0.36462711	0.230407636	0.229976258	0.129923415	0.312195716	0.178643728	0.287135808	0.182891635	0.260620802	0.242151764
EG10263	0.008087524	0.265596842	0.183429995	0.052827906	0.035127792	0.118168979	0.094675774	0.025538598	0.221656094	0.185130263	0.30753985	0.204303776	0.215308524	0.184019175	0.298408758	0.186576245	0.257767169	0.108372118	0.172554675	0.229295154
EG10264	0.011566161	0.164741828	0.129732042	0.067324448	0.022375704	0.155329195	0.048929827	0.01430229	0.20933392	0.116964824	0.266245945	0.217355453	0.278561497	0.204543497	0.306012012	0.157360812	0.180709455	0.19398491	0.286048155	0.304652974
EG10268	0.98853561	0.53083967	0.723082672	0.3477774	0.203343352	0.487499829	0.397518042	0.021521328	0.87683574	0.727067494	0.645385678	0.940749911	0.535190817	0.904937245	0.642193498	0.492785469	0.143014389	0.496178797	0.369077717	0.383984962
EG10269	0.201284316	0.192402921	0.101400707	0.251594479	0.241424286	0.200084161	0.297968878	0.304948804	0.124007636	0.120411419	0.38656638	0.42392615	0.332368612	0.371649215	0.048659714	0.318380953	0.384993534	0.313258445	0.12327727	0.142556043
EG10271	0.004599606	0.205951268	0.126658227	0.055393797	0.06717174	0.154525318	0.056164911	0.013977892	0.265568262	0.130229578	0.16990901	0.162461811	0.140565839	0.079965395	0.170731544	0.076808627	0.151715048	0.135447388	0.138000782	0.086123615
